reviewId,content,score
c7059901-10dc-46c3-84f6-1e3cd531351b,The worest app,1
93785bbf-355b-4090-8507-47b61bf9682a,Good app,5
2f62bb1b-d27c-4655-a8b2-cde304923f20,PSST MESSENGER! gawa na kayong bagong theme for couples nagsasawa na ako sa luma thank you HAHAHAHAHAHAAHA,5
2cd9bf6a-f731-4189-9230-ebcf0e9c3fe7,Anhab,5
922339e2-35a3-463e-94d7-e32d92b1872f,Good,5
0cfef967-173d-4399-8a83-2f82b0d90e6b,It's very good for chat,5
97d020f1-6e3b-416d-9943-52c60fdfee89,So good,5
f3293e6b-46df-4c2a-be19-44078b28a5bf,good,5
5637fa72-a65a-4e0d-884c-4283275ed5c7,Very nice app and super useful,5
708b6f4d-f987-443c-b96c-139f7a004157,😅😅😅😂,5
ac09987a-284d-4be9-95d8-411d04404dd8,I'm very satisfied.thank you👏,5
15833230-274c-4263-b3c4-f5a481e3881d,Very good,5
b8fb7c67-2de2-4b04-9515-261180d9187c,I'm very like this app.,4
ee4bc144-f54a-4e9f-8c33-4568c81da500,Good,2
5cb6a78c-1980-4a04-8594-36959d4582d1,A useless app. Cannot update as only wants to share.,1
1060ff7e-1756-46fc-85ae-ecf053cbbe87,Update,5
a81f3944-3b23-4c82-b76c-8d5c8e5a2687,Always Buffing,1
6bf84e8a-58f0-4d04-b1ae-c70b44b2706e,the best,5
e2c15811-2297-4b7c-adb5-9d0ea159022b,Very useful app to stay in touch.,5
7a3b75ae-31ef-487b-b020-b0848b651fdc,Balogciobi Baiamara,5
d548a197-5983-4350-be6c-b5108bad323c,Nice,5
a643450d-3f26-456e-800f-824c0c17cf7e,good,5
bf7f9699-1779-4393-bd1d-7e445a395892,"End to end encryption HAS to be the WORST ever feature to have been added to this app. I use messenger to save my school files in case I need them in the future and my god, just simply switching between accounts triggers it somehow, and my chats are sent back to over 6 months ago it's absolutely devastating to see all my messages disappear just because the app thinks a switch account is enough to destroy entire months worth of messages",1
1d2f5991-d667-418f-9918-c017075fde6e,Good,5
3263beac-0152-44a9-b7dd-29ab57d62db4,Forcing me to setup an extra pin otherwise app won't open. I don't want extra pin. Pathetic.,1
cbfcd1a1-60c3-402d-9cee-5d9582b527d5,its pretty but every time somebody chatted me with bad word i got report first and may acc is restricted,4
41b1be5a-5856-47bb-93e2-a5f5b57e3087,"Even though everything is fine in the messenger, the bubble option is not visible. It will be very beneficial if you start this bubble option.",1
c8d70cb0-c813-467a-8f60-a921689798e7,I like it,1
db6d6dc0-9b55-419b-ac13-3c2df06fb89c,Its so good,5
592537b6-91e4-48ea-8c30-db130537a58b,Best,5
98a8f78b-52bc-4b6a-bac4-eda56551715e,Long life MESSAGE,5
9bc4f545-c0b7-406a-b4ba-2bbf5033d5b3,Its more exciting to have mssgr.just add new variety like using any apps to use the other apps.not close like in front screen 🧿✌️✌️✌️,5
7cb7b09f-7466-4cc9-b78e-b9db30648bcb,Nice,5
37816057-f619-4dc2-93f0-ca555028128c,Excellent,5
30e9dad8-aa67-4555-9961-d1eb20caebde,I don't have a music note😭,1
ef406596-f1f4-49b9-a312-e5456b4e9f99,Best,5
e46d266b-1893-4bbb-9ea3-39c6f09e47fd,Working properly.But some times some videos not opening. No updates showing. So confused about the issue.,5
3c5c3b98-25df-4b47-a356-dfe91409db58,Nice good,5
9c56e40d-e4e3-42dc-85d9-1cda4c22b6b1,Good,3
2558a962-1567-45d2-9305-128cb55d7c3e,Done,5
fd09fd7c-5861-439e-9f06-40678e8780b3,So interesting,5
8ab60799-f1e1-40b0-b287-a83c8736e8cb,end to end encrypted is trash,1
2d5cb24a-1da3-4bc0-9453-dc36422dd3f3,Good,4
7cc4a2f0-49be-4970-a6ae-fe7ac885765c,গাইস,5
f78aa2bf-63cf-479b-905e-a53d6e4bb471,Messenger provides a great service for talking about current times. Thank you very much. Team Messenger Team Facebook. Love is endless.,5
596ca2e8-8ccb-4542-9b45-3d4cdbc2c994,Very good app,3
c8593f92-b822-4763-808f-0b2fdf7756ad,"Kong sino man gumawa into I'm sorry but I hate you... Pag nag chachat ako hindi nag sesend laging at nong nag module kami hindi ako nakagawa Kasi Wala masyadong nag sesend na messages at hindi dinako makapag notes... Plss paki ayos po, salamat...",1
ebf60ff0-4782-4c98-b907-80401b8f3fd2,Good,5
b3f25c1a-3e58-410f-b93b-64cc46f46c3c,Messenger sucks just as much as Facebook!!!,1
614c6a36-24a3-4ad3-8b47-0d47f6a5919e,"better, expecting Best..!",5
adde4ddb-f3e5-4a83-899a-0f56b46c4198,Excellent,5
c4c19f0f-86b4-45e1-9c37-48961ce058ad,good,5
d95b55b0-508d-45db-a484-46bbdc9ee459,গুড 🙂,5
0c082ad6-ec5b-4640-a644-abf954b48d40,Maganda Ang messenger,5
4a7ae6a1-7377-405d-b287-9376fb52c234,Please note data give me,2
e0a9e534-a34c-4f84-8f0b-b64a09f6defa,Good app,5
bdf616d5-355a-45c2-a30d-f49213f95bc6,What a waste app doesn't work properly,1
9b6474b8-4669-42c4-8271-e9c6a512cfe5,It's take too long time to log in,1
11ae0b6e-ecfa-44f4-b844-7a00c0757be9,Nice,5
82750d2e-2add-4c81-8991-8b15ca0fbba2,Good app,4
a6a0e008-8fea-45c6-b2b6-1d501efb3944,Stull buggy,2
196d3e5a-d104-47f7-b9be-672ae780af81,end to end encryption is horable i don't like this version it wipeout my entire conversation with mt friends😡😡😡,1
f837c398-c97e-4c34-b342-ab0a1dbecac1,Nice apps,5
ae2747b3-cdd4-479f-b2b1-f7760c034422,Good,5
e32edf6c-de2e-4566-b68e-9113d5654218,Wow I love this Messenger❤❤❤❤,5
33831bc5-9a29-49a0-92ba-a1ebe3a662d2,The end to end encryption wipe out my recents conversations April to September!!! I hope the new update is to back our recents conversations and I hope the end to end encryption will Get lost. I'm crying 😭😭😭😭😭,1
bb659e5c-d2eb-4a5d-8f8b-c76a58b31e11,"I could't send anything, the same thing happens, the yellow mark that says ""unable to send"" like i will send something to my friend and even on calls it automatically ends and says ""Didn't answer"" bro i hope they do something.",1
d8961e13-9f98-4ec3-b7e2-a3850ef39133,It's good to communication to another person.,5
ac6940c0-c9e9-4031-90c3-5765e1cccbac,গনি,5
9a6ddb09-2b11-4a86-935d-67c834694320,good,4
a2ddb699-2bc3-4ad7-badb-c8245c563995,Ok good,5
1d483751-4131-4aa2-84cd-3357a516847f,It helps to cut down cost.,4
f4999774-4813-4faa-b2af-820a6c7622d7,My active status is on but I can't see my friends whose online. It's so frustrating. It's been days since it happened,5
f3ed38bc-6ff7-42f3-b1ef-c8a530f66ce9,Ok,5
cd02ffe8-0fad-4ccd-b2d0-d455f2f097e6,Yummy 😋,5
7f549d7d-f348-44db-81b6-deaa1bc0b582,Wow,5
bb39737a-23e2-4c64-b5ff-e1c563185e5f,Nice app,5
221530c4-ccdf-470e-a4c5-2c256649588f,Good app,5
e21004c6-f0eb-45aa-9510-fd4a908e8b5b,So nice,5
b27cefa0-4d7c-402f-b663-11ab51cde034,Pass,5
beaef693-a047-4167-922c-2f8b78d935e7,Bug's are everywhere like there's an important message I read it after 1 hour the pop-up message is too much delay fix it immediately,1
ec123c2c-cad7-4e14-866e-e6fe8c470a02,Verry ok,5
fb26cf48-a834-4854-b43b-4ce37688e4be,Vert good,5
f05ca474-1ff1-4706-bca4-710e5e72fc7a,Band,4
2bf5d448-aeda-4b4c-a068-d8f564ea9cf4,Ok,5
449c8bc1-a1be-4942-872a-a1e695a5e66c,"In this application many bugs Not satisfied for this update, audio calls not clear, not showing the delivery sms, don't update this one",1
a5ddbe2a-a8f2-4f89-ac00-e92ea1e8c4a1,Fackyou,1
aa3eb908-f8d9-4572-84f0-7dc5de25238d,Good,5
bc8c4adc-e215-4673-83d3-e5d8f4e8e220,Oki,5
fc3cb1a0-2b7b-4bb0-b77c-91025c728fca,Good,5
e2a1642f-167a-4717-9628-1e00468f80e2,Cool,1
7a725b4e-0951-4341-b205-c958bb7a5b18,Good,5
dfbcd8e3-7af1-4601-8796-f0e435fa59ca,গুড,5
ce2a1a85-fbc2-43d5-afb3-07a175d59af4,🤳,5
98aa38c2-6b93-4d12-a843-237a62c0475f,Good App,4
cd5d1876-3a37-48f2-921c-4ceb29d4efc5,Very bad,1
8aef4ae9-4542-435f-955e-b6e985afb418,Very good?,5
7e11f4ba-436e-4151-beba-c124f4d504ef,good,4
a1558ab8-29cf-4a93-bb4d-cb2b3ab747e6,Nice,5
c95e0de8-c49b-4548-99f0-0fdff18b0687,It suckss I can't get on there because I didn't know the pin to open it I think I have it know but went to up date out now can't enter the code,1
5e98503b-2a28-482e-8fb4-d008369734f7,Good,5
07674c01-560a-4180-9ed3-ff19bb6642b6,I can’t send messages rn so hassle.,1
3877533b-9abc-46b1-b00c-772e66a872ab,Terrible first prob uses to much damn ram sec eats to much battery and third it glitches out speci(waiting for internet) even tho my internet is on it keeps showing waiting for internet and the only way for me to fix this is by stopping the app then opening it again like fr plz bring back messenger lite it was 100percent way better than the original,1
c5d6070a-ee13-4804-aa86-29e9cab077a2,very poor network,1
838b8f62-a033-4e9b-8833-91b0b2ac4c85,Jarin,5
f7639971-d699-48b6-9c42-595b7c1662eb,Cheat heads doesn’t work.,5
e87f1675-9f66-411b-af5b-97aad79bf981,I'm in love with a new love a brand new love and you love a new love so ya I'm in love with you honey 🍯🏆🔥🏆💝🏆🔥🍯,5
1917c7e1-c0be-48d7-886b-d30468b99715,not working,1
e6ba9f11-2ac7-44b6-95ed-f3c42b32186c,Mabzjba,5
1d9070b8-e118-4ca7-9fd8-93bcc5790e14,আমার খেয়ে দেয়ে কাজ নেই তাই ৫ স্টার দিলাম।🤎,5
b3f936d9-378f-4fbc-9a75-d136d6939e85,I like messenger,5
65c587d0-3899-42d8-81a0-f4bb59b2d958,Good 👍🥰👍,5
4dd342dd-4db2-480e-b5fd-d39cb391054e,Goods for conversation,5
1f9a3812-0e12-4c7c-8568-17f53b709cb0,pangit service,1
88edc8d2-c805-4056-bbda-bf8dab624a65,so good,5
2f7d1565-d2e8-4284-86ab-64eb3b1c4f0d,cler voice,5
dbff2c46-58d1-4fcf-a454-435734c0730c,good,5
703bf0f2-92f6-41fc-91e8-50fc9fcf9272,This ap is not working my phone plz help me,1
1ae16ef5-bddd-4fde-83a0-5dbe06b13206,can't always see old messages it says not in this version of the app.. I can't get back to the old version.,3
1d87d0c0-9ba3-4feb-9ca4-108395087019,Good,5
16b34897-c924-4c9f-9239-b5e8abf455c2,Good,5
378535f9-6bd2-432c-85f8-ecdc1ea99630,MR PATEL ASHISHKUMAR PRAVINBHAI,5
f324eb48-5bba-48c2-82cc-0129fbc905ad,Excellent,5
278a8c00-1fc6-4b78-9921-7f11d8fb1ded,I'm so happy this apps,5
2dc774f6-b00f-494a-8efc-6e53daf56079,Very good,5
cfffc32b-6bc1-40bd-a4ce-2cf5529aa169,Good,5
5723344d-37dd-4b70-99e5-78b39d4760cd,Great,5
31afe07a-6d23-4d13-bf9f-4969f3737d59,"Hate it!! I can't read messages, because of this encrypted thing. They keep saying put numbers in but it don't work. Would not recommend.",1
11b80109-ec8e-4fe7-8d58-84366c24a58e,C chu very u be vi be v c by,4
ae72bc67-7abc-44b0-be67-bff5c4a0bad2,Sanaullah,5
40acc0c3-3d31-4256-b1bc-b0edebeb0c93,Very nice,5
692c5368-19ad-4e3a-9357-8b7c8fcf16a0,Not sure,5
dde1337c-1f92-4125-9658-89c4a6514434,نسیم,5
5014395c-2959-451e-bbba-ef2716c831b0,It closes every day,2
88d5b8d7-560e-4a84-877a-4d8cf67e9fcb,Very nice,1
209a474b-ebb1-4bfd-a0f6-0bf2bfddab99,Iwan,5
f8a994f1-7d21-48b1-8150-233e70fc0be5,AaalawaW,5
4ec34797-6032-420b-b712-7b1f32677c54,awesome,5
03aece75-86ca-4cae-97c1-c68154478990,Excellent,5
efda2543-0d3a-4b19-84cc-7ba292fb9319,Nice,3
5f8d9b48-c628-4417-9aa7-3834ab7a8b8f,Nice,5
a6f06955-6a8e-4ed5-861c-71da26fa4d51,Very good,5
b73ab46d-f23e-4381-af51-d52beb2d1d4e,Good,1
1e5df5b5-0e24-4798-8cb6-b3621da41cb4,a🙏🙏👍🥰🥰🥰a👌à,2
a69ec689-1232-457b-b8b4-528f55aafede,Id like to know why you need to allow my phone all this access? I can tell you that your system will work fine without it.,1
c49a8800-911e-4753-a3be-0488a14078a8,To much hang and slow these days,3
d5bb2e53-01a5-4bde-9abd-068182ef9a80,Having issues with stable connection! Doesn't matter if I am on wifi or 5G. Do I need an update?,1
1a0b3388-7145-4005-910c-53fd912e57c3,Good 👍 app.,5
52aad4c7-b0b6-4939-aa21-ca959a3d1b66,Sanjay,5
c8df4940-0fec-495a-94bc-99ded8986930,Very helpful,5
eaa67823-69e0-4d15-bad5-0b2d430e2d98,Ok guys 🙏😇💯💥👍,5
6ceaa81e-f941-400d-956e-9b97dc7b1568,Good one,5
e216f1a6-caec-4159-8a09-8259a173d0a0,Yes this is a very good app,3
17791098-124e-471d-8051-ad7b3777b83a,good,5
21b41f3d-fba3-47e4-8b6e-fc2b4520c7e1,Nice,4
c3f84674-56da-4f87-b2e4-a87959e82448,Good,5
75b16fd9-636a-48fb-a278-46ea054530d9,ম্যাসেন্জার,5
6e6f3ec9-5344-48e9-99cf-143c751fed69,Good,5
5062105f-dc25-40e3-8229-19f361487c45,UAE🇦🇪,5
343f4d6a-7fe4-4101-8efc-7c52380d2315,in this app there were some unknown pages that are automatically connected by this app which creates a big problem for me. I'll try to remove these pages but it cannot happen. So please try to make it better.,3
f6b5af05-e64a-4c89-b9ce-897e7288b5fa,Really good App... crucial in staying in contact when I'm away... 😉🎯,4
96554e41-f553-47ae-93c0-b5c7a911c41d,Nice,5
1aefe2c5-9f6b-433c-b52f-43d3b47cf284,Gud,5
7c63b738-d423-4e6f-a44b-9b564c69f1e8,helpfull apps very very nice messenger thank you,5
05b50131-b5bd-4cdf-8b59-eb8e913795ef,Support ⭐ Google Gemini,5
9dab307f-5790-4e86-a281-cd1d17d01add,no download button for audioclips,1
077e4462-c1af-452a-ab81-0a1313a8ab71,Nice,4
91de070e-e904-4db0-9b55-99a617c0cc37,WLi,5
b9de39a5-7263-493f-a67a-13f6ff0ab23a,Absolutely worthless doesn't work.,1
144158c8-9f21-4429-8db9-8bf13618bc5d,Doesn't allow me to do video calls sometimes.,4
c3546b76-8e67-48de-853c-db7d03827cfa,Great,4
6cca976d-3505-4b35-95ea-b5577b722cca,I like messenger because is easy to use.,5
6ea8175c-451d-499f-a990-6910df5c72ff,Hatee thee end to encrypted 👎👎👎👎👎,1
7246dea6-97bb-44df-8f93-ddd07d3ab791,"Maganda mabilis kumontak xa love one,s",5
b28bd455-593b-4858-bb90-12778d6654d9,thanks you,5
9a700e64-775e-4bbd-8793-07b023d95ded,Nice,4
7686927d-408f-4c59-9dde-39698d4dfcc7,"Seit einiger Zeit kann ich viele der Funktionen nicht mehr nutzen. Keine Spitznamen vergeben, Bilder nicht mehr bearbeiten bevor ich sie sende und ständig steht da das ich benachrichtigungen habe obwohl ich keine hab wenn ich auf die app gehe. Extrem nervig. Von einem Milliarden Konzern wie Facebook würde ich eigentlich erwarten das sowas mal behoben wird aber das ist jetzt bestimmt schon seit Monaten so. Ich hab das Huawei p20 lite.",4
b8d5d956-7082-4cce-a7cf-aa5a9256e146,If i login i cant Go....,1
aff480ff-85ae-4090-aca9-60a88ea139a9,To share Facebook,5
b35ffc59-7ad4-4ab2-b740-a63c1c7ff0c4,good,5
53ae4f50-a6ff-485d-a30c-0d2ae3afb613,Problem,1
68cf756d-a210-41e9-9b5d-5579d8b0f85f,"I am not receiving any messages , says "" waiting for this message. might take a while"" either receiving or sending. there is no option to fix or anything.",1
a6aced83-109f-40d0-8281-19daf9d6ab8b,disgusting,3
0a9df199-26bd-4c25-98e6-a5ed624dc41c,kapanget ng end to end encrypted chats,1
905f3d1c-72e9-4f68-aa89-5718fa960d00,"I'm sorry but who even though the end to end encryption option, are you dumb? I heard a lot of people lost their 4-5 memories in chat history. This is the dumbest option I ever seen. You did this to prevent chat history from dissappering, you good? That's literally the opposite. y'all should've taught it first before implementing it!!",1
4a3d78fa-13fe-4ea2-821e-3bd9feb7daff,Fantastic,5
e41a38e2-7e6c-482c-89d7-0a3dc6f63530,👍,5
f73c71c1-e694-4176-942f-04af958bdfc3,its good,5
e3261ab7-fa54-408a-b797-fb3b3801ab68,My messenger old version please 🙏🙏,5
824c1fa0-c2d9-4213-8ba7-6d7a8a55c051,Issue of sending photos and videos not play or not open,1
18ed3c55-56e3-49f8-a27c-22d890bf9be1,"I, have to go",2
ec2d4a13-e52d-4149-8c0d-e4c910377589,Iove my s,5
e83d6e02-3d7f-4eb1-90b7-0d13974cd570,Note is missing,1
2a2a08df-8742-4e8f-bb3e-4694af048436,Good,5
0ba2def0-78b8-4967-b73a-89302a826c05,Nakz,2
40ad9407-e83f-472c-b376-6d35f51fe482,App is buggy,1
c3e5584d-3d2b-42e0-b18a-7cd443ceb250,Greencscreen on other line,1
a377837d-a70f-4750-9b10-d6da09763746,I like this app it keeps me connected to family and friends,5
e398e9e9-a304-4789-8928-ab3c3b0080e9,Very bad,1
bc87d590-6c0a-495e-bb9c-70cccadcd8fa,Nice,5
db42af04-61f4-4a1a-9d73-8dcb565bc44e,Nice,5
ff06e73e-a703-404a-999c-de117bd3498d,Nice,5
9744e2d8-0068-4267-99d8-bd2b112baffd,Good for us,5
a820af4b-f9a4-484b-8b70-871a407b29ac,so loading,5
f3c3655e-93fe-407a-825b-659e0aeeb501,It realy work for me,1
397edbed-3255-4d8c-ade5-16e56046afcc,Nice,5
9c4c1d20-86a6-43fb-b539-4ead463cac17,Good,5
439973c2-1548-49b3-96b5-945224ab3ada,"Messenger voice is not playing , picture is not showing,now it's going to bad app",1
d93a839d-2842-450b-a7c2-45c4ba826bc7,",))(and,1 ,,,,,,14,,,,, and,*, #22####*@1💯,.z""2*,,",5
2d84dc1b-235b-48db-8d60-453b1af0f68d,great,5
8aa7ddbb-dee3-42f2-856f-90d9b086c9af,Oak tree I can help I can do to me 🤙🤙 na ang mga ito at ayusin ko hi guys join date Jul 14th of ko sa kanya ko natutunan ko hi my phone ko hi guys join our fast growing team now that we are looking for A job I love you too baby I join you for a while I love it I join you for a while I join the group I can do that I love you crush it is the video of ko hi my name and contact details found 78t na ang lahat para lang sayo lyrics by Sarah Geronimo sino ako mamaya big brother season na ang mga mata,5
3eacc3b0-4ad6-47c6-934e-d9af8d6997d7,"Not able to open or see any message requests!! Used to be a great communication app, but now it's just 3rd rate. If someone develops a message app that is actually functional with all features that include Android,Apple ect..I'm gone.",2
df5f57f2-0512-4626-8a4e-2470f42ced87,Good,5
90aa23d1-5bc5-4caf-adb0-8c187403b84d,omg po talaga,2
64b8e676-d80d-422f-908c-05fdb17d8e60,"- I don't get notified or new messages or when I do it's up to 30minutes late. - Whenever I switch to another app, messenger closes down completely and doesn't stay in the app manager - app freezes when I try to send a GIF - some messages don't show (videos and pictures don't show for ages)",2
ae6a3ec3-eff8-4ec6-a84c-da080f0b6fc6,One of the great social media apps for chatting with great conclusion.,1
247ef529-0b5f-48bb-8a39-c4eef2e3ffe9,It's great but it turns off on me sometimes,4
3f0a5a6b-fc66-43aa-86ee-70edec9c25cd,Great,5
fcb7d2f1-9764-4fdd-b627-9da4c0397e57,Was easy for me,5
c121d240-1a10-43a0-936c-6b9530e7dd22,good quality call.. it's definitely getting better than b4,5
244fd823-4e3f-453e-b5cf-f24acc37b9c7,Very good app,5
e4208ef3-934c-4e22-bb5d-73826e19a502,Not working properly,2
84b5ba36-275f-447d-9a77-adc89e4e259a,always back to menu,1
3b9015fd-a222-4f4a-b425-affc2a97d682,Notifications are broken,1
2dcd3fb6-10cb-4e12-80eb-3da4f199b513,"App usually works fine. Last few weeks I've been having issues sending/receiving messages without lag. Kinda glad to see a lot of other people having various issues lately too. I thought it was the internet in our new place since it was messed up when we moved in, but after working with the ISP all of that is resolved and messenger continues to have issues. For the first time in years of using this app, it gives me a loading icon & black screen frequently before displaying messages in chat.",2
86f2c0f0-75ed-4660-81f0-75e04951b761,God on earth,5
9feb27d9-ca84-42fa-8d1f-ce3d6242f0a5,Good,5
97973270-0678-485a-940c-b256bc37f607,nice,5
0953ccb9-c68d-4b7b-8ff2-2a9cfd0b45e5,মোহাম্মদ ইউনুস,5
6e1e94b4-ef64-436a-982f-2478a766561a,Love to see my sis,5
251c00c0-de61-42f4-89b0-753d482b0c8c,Nice,5
376ee6f2-7718-4e28-9e40-d62590ab71f8,Not bad,5
738ebfc6-6ce4-4d8f-aedb-9331e6c48e9f,It would help us a lot to organize group chats if we can create folders,1
fcbef579-65bf-4a57-bcd2-466d0f20ed36,excellent,5
f819c1a8-7194-4877-b437-7433e69d1c58,good,5
d2239f30-b1d4-406c-ae83-2053fe17463b,Seach function in the conversation doesn't seem to work well.,2
e0169dd9-f3fe-4853-b84c-e8daf94e2210,I have Messenger issue. Some Conversations and photos and vedios are not loading. Help me please. Thank you,5
7e751a0a-d4c2-4b28-9fdd-44314a94ed3b,Good,5
c7d36da0-ba2d-40bf-92b9-a296de783c4e,ur app is bugging and slow,2
f07c2c62-074b-4ce9-9e8a-6e67b25364a2,still says I'm active when I've chosen not to be,2
1a0b29ba-6a48-4832-9d7f-e4c431186902,Nice apps,5
d30b857a-75e4-4fa0-9973-56103ea8fc7e,Can't say anything. But it's very bad after end to end encryption update,1
33dc6348-3aac-4e28-9c62-f6b790fd178c,Good,5
f5cc93f9-be93-4ef3-b027-e67058cd966e,Good,5
e83c0d12-a193-4892-81b7-1920af1a3997,I need your help please fix my account sorry for the inconveniences,5
d4a02349-1fdf-4763-a7f1-cc8bea071b28,"Sobrang panget ng Apps niyoo kung aLam niyoo Lgg 🙄 yung Facebook cu may Note tas yung messenger cu waLa. Kapag rerepLayan ng Jowa cu yung Note hindi cu mababasa kasi need daw i update ang messenger, E always updated naman yung messenger cu. Nakakagagoo Lgg kayoo sa totoo Lgg. Dagdag kayoo sa stress ng tao 🥴🙄",1
f3e44e91-1758-4dc3-8bf7-aca85c157b8f,Had no other choices.,5
badd0d1e-6355-44f8-8204-793f903c97be,Happy,5
128cd512-d74d-4e3c-92c5-013842dce88a,Application is working very slow.,1
37433d5a-48d9-4d32-a0c5-f77d14bc0779,I can't not texting each other,2
58b3ec07-32a5-4660-9965-9a063e0290b5,Good,5
edfd63fa-2492-41fe-9fc0-a9f5f917f06c,Very nice,4
8daf64d1-b976-4ce6-9c98-dc2995b5a38a,How do I delete those call notifications?,5
8b52fb6a-3228-4ca1-8fc5-c049c82ffbef,Says needs update. Downloaded update. Still unable to see images,1
c88cd8cd-b0bb-445a-a1e9-f0a5a2163167,one star cause my messenger doesn't have notes,1
56c3eba9-4fad-4a6c-9032-c6b3104c8e18,You can't see/go some pinned messages or searched messages.,1
ef63f475-e44f-4e07-b0ea-e239118a529a,It's very usefulness,5
4bed7112-9331-4cc9-9df8-8ab60e06567d,Good 👍,5
0bb4a5ad-a017-4af3-8d29-f8a1d3d425d4,Awesome,5
8d9e2407-1462-4cf4-bd0c-53b625952689,So usedful and very convinient... thank you google plays...its execellent...,5
2c965a7d-8297-4106-b60f-d5898abd178d,It's not working,1
4dad6b44-3819-4c9d-ace0-c96d10cfe656,Excellent,1
d09b3f74-04af-4653-b789-4d077198ea2a,thenlast versionnis better. photos now are making a lot difficult to view.,1
f1f44c1f-9b40-409f-9e65-c7383ed3810f,Kyawzayyaoo,5
ffc071ac-469d-4418-a465-ccd0edfaf771,Messenger...it's not Southwestern Bell ...Message. on Messenger took a leap in to the Future with the Logo ..and made it real quick to reach out and get in touch with a message that can keep you in tune and in touch with anybody.. both Friends. Or Familia.. I m with messenger .you get your message....and so will they,4
c39fd5c3-52c2-4c38-9b06-4cf9137d4c50,This very simple to this app,5
4cf9fb24-8395-4d85-a313-bb8044512172,Dihfy,5
24751c04-738a-41f4-bb48-1bb68fe015cf,like,5
7fcdb71e-11ed-4a8e-ad4b-99be677fa31e,Very nice app,5
89111cae-99f1-4105-aa7e-6d7913ebc9a8,I think we should have the option to disable the meta AI features. It's taken over the emoji shortcut to offer suggestions that only a nit-wit would need and I'm not supportive of generative A.I that steals artists labour to create your stickers and gigs.,1
1b039afa-82ad-418e-86e6-b2418c3827b6,CooL,5
1f815c15-f5aa-482e-aded-c18aca5d5187,Remove ai in on where the emoji's are supposed to be,1
208ddda5-2c35-4909-ba53-24353add07f0,Chat searches is not working,2
e5f3fe3e-e014-484e-999b-83b057dfe61f,The new word is app gets the lousier while typing it disappears. Prince the words not the symbols in punctuation. Disappearing messages only works in 24 hour mode. I got the latest everything on my brand new phone and i got two other phones all three of them do the same thing 2 samsungs and a realme. Realme runs android 11 so whatever online Android 14 here. I'm not sure if there's any way to go backwards on this or not if i find an old messenger download and put it in and turn off auto update.,3
82a7c432-7f79-426d-91b0-5d0b27213677,Nice,5
b85dd841-85b5-4668-9539-04a60169844d,"Worse ever app i have EVER COME UPON. I accidentally logged out of my account and this garbage of a service told me the page couldn't be loaded when my wifi has NO ISSUES WHATSOEVER. lesson learned, if i could give a 0 i will give -5 and another lesson is do not download it. Never get logged out of this garbage of an app.",1
26c7a19b-5ed3-4f20-b3e4-019502bd26d1,Good,5
7b67c893-0b23-43fc-baba-08da2c49d62c,it's so very helpful,5
95bb52ec-6197-420f-a15d-c15cd984ccc6,I like it. It's Cool. Lol,5
86a77f00-eddf-4bc4-baad-5213dd68d98e,Meta Pay has bugs.,4
ef32ca1c-23bf-4e39-987b-2f6912b68503,Muy buena,3
428a9097-d7ad-4801-89b8-012a121cfe1b,Good,5
b8a63eae-dc18-4412-9692-e21849f78952,Very nice and worth it,4
2c1be634-4726-47a3-834f-effac8b2cafe,Can't log in stuck in a loop,1
a7ef8655-13c2-4112-b1e6-3bed3ea69ddb,Good,3
83b2f87f-8990-4429-a2c4-66efbd4d72a8,prospect client are being so hard to reach... sometime client will told me they never recived a chat but it appears to me that it was sent...,1
82c4e158-e7e0-4916-b141-ef9707c70e77,Cool to use,2
4fe5c534-90c1-41ec-af11-82d716a00202,Nagloloko sya,1
3279ec7e-0cf1-48f9-93b7-b7abb221abc5,Just sometimes when I'm on here instead of texting,5
a2784094-5e1f-4e9e-8ccc-50c1653d4baf,To send message,5
b98dca58-d0ca-44cc-9bdd-99408cf4823f,Android vivo y36,5
6ac34d3a-4a1b-4b88-b4a7-73ab00da13c7,Usually I love this app. But lately I'll try to answer a call and it won't let me. My phone doesn't get notifications all the time. It's just annoying.,3
829fd1be-cd52-4ee8-ae0c-384e9b941060,"I've been using messenger eversince and still have the same problems when logging in with another accounts ,it's really difficult to change account simultaneously unlike instagram where it take less than a second to log in to another account. Pls messenger fix this problem",1
4b8c10a7-b0ae-4b61-b187-3a3ea219f296,Salamat,5
0526aeaa-05a1-4a8a-9281-bcbe99bf6578,"I'm tired of AI intervention, stay out of my business",3
9cc4c14d-6f1f-4688-8f16-8cfbf9f0ce05,It's ALWAYS something with this stupid app! It can never just be good!! Hire better developers!,1
cc313b80-d073-4e36-b377-a0f31a6af452,🤍 Great,5
6deb3e93-8ea6-4113-8835-37758e4992c3,S sl uo leo o JJ is a very ui kid,2
58c9448f-6c04-4b65-a743-418783fb5d86,I have same issue using this app after upadtion,3
893de7ef-d773-4e11-91f7-4ecb8a9a96bc,Im excited but not really hope this iis real,5
dda6739d-357d-4b16-93db-fb68b2aa1821,"App not working properly taking so much time to open sometimes not opening just stuck in home page , when tap on call button it gets hang, messages not delivering unavailable to make a call please solve this problem I facing this issue from 3 day's 100 times I install a d uninstall the messenger",1
ed5673e8-a750-496f-a80b-d5ee049d5fdb,Yawh,5
